optimizer,lr,seed,epoch,val_loss,val_top1,val_top5
orscale_muon_wd,0.01,42,11,0.316800,89.3600,99.5900
orscale_muon_wd,0.01,42,12,0.281500,90.5000,99.7400
orscale_muon_wd,0.01,42,13,0.302300,90.2400,99.7600
orscale_muon_wd,0.01,42,14,0.268600,91.3600,99.7600
orscale_muon_wd,0.01,42,15,0.252500,91.5900,99.7200
orscale_muon_wd,0.01,42,16,0.238600,92.4900,99.7600
orscale_muon_wd,0.01,42,17,0.229800,92.5200,99.8100
orscale_muon_wd,0.01,42,18,0.217400,93.0300,99.8600
orscale_muon_wd,0.01,42,19,0.215200,93.2300,99.8400
orscale_muon_wd,0.01,42,20,0.205400,93.5100,99.8800
orscale_muon_wd,0.01,42,21,0.202800,93.6700,99.8500
orscale_muon_wd,0.01,42,22,0.203100,93.7300,99.8300
orscale_muon_wd,0.01,42,23,0.202700,93.7800,99.8300
orscale_muon_wd,0.01,43,0,1.871400,43.6500,89.5700
orscale_muon_wd,0.01,43,1,1.031100,65.2700,97.0500
orscale_muon_wd,0.01,43,2,0.681800,76.2300,98.6000
orscale_muon_wd,0.01,43,3,0.536800,81.7300,98.9200
orscale_muon_wd,0.01,43,4,0.485300,83.2400,99.2100
orscale_muon_wd,0.01,43,5,0.401200,86.1300,99.5300
orscale_muon_wd,0.01,43,6,0.449200,84.0000,99.4100
orscale_muon_wd,0.01,43,7,0.400400,86.5100,99.3900
orscale_muon_wd,0.01,43,8,0.348100,88.1500,99.5300
orscale_muon_wd,0.01,43,9,0.327400,88.6700,99.6300
orscale_muon_wd,0.01,43,10,0.289100,90.3300,99.6700
orscale_muon_wd,0.01,43,11,0.307900,89.7200,99.6200
orscale_muon_wd,0.01,43,12,0.308900,89.4100,99.7200
orscale_muon_wd,0.01,43,13,0.279700,90.7800,99.6700
orscale_muon_wd,0.01,43,14,0.270600,91.3200,99.6900
orscale_muon_wd,0.01,43,15,0.247700,91.8900,99.7800
orscale_muon_wd,0.01,43,16,0.253200,91.5200,99.6400
orscale_muon_wd,0.01,43,17,0.248900,92.0300,99.7700
orscale_muon_wd,0.01,43,18,0.235300,92.6800,99.8200
orscale_muon_wd,0.01,43,19,0.222900,93.0600,99.7700
orscale_muon_wd,0.01,43,20,0.224700,93.1200,99.7800
orscale_muon_wd,0.01,43,21,0.217600,93.2600,99.8200
orscale_muon_wd,0.01,43,22,0.217500,93.2800,99.8200
orscale_muon_wd,0.01,43,23,0.216900,93.3400,99.8300
orscale_muon_wd,0.01,44,0,1.853700,44.6900,89.9600
orscale_muon_wd,0.01,44,1,1.006700,66.3400,97.4200
orscale_muon_wd,0.01,44,2,0.698900,76.0500,98.3100
orscale_muon_wd,0.01,44,3,0.612000,79.1600,98.7700
orscale_muon_wd,0.01,44,4,0.492500,83.0100,98.9500
orscale_muon_wd,0.01,44,5,0.399700,86.2200,99.3800
orscale_muon_wd,0.01,44,6,0.368700,87.3000,99.5100
orscale_muon_wd,0.01,44,7,0.427700,85.4200,99.4300
orscale_muon_wd,0.01,44,8,0.336400,88.7100,99.5700
orscale_muon_wd,0.01,44,9,0.306600,89.9100,99.5700
orscale_muon_wd,0.01,44,10,0.314200,89.0800,99.6500
orscale_muon_wd,0.01,44,11,0.289900,90.3600,99.6900
orscale_muon_wd,0.01,44,12,0.281000,90.6800,99.7400
orscale_muon_wd,0.01,44,13,0.265400,91.0200,99.6800
orscale_muon_wd,0.01,44,14,0.260500,91.1800,99.8000
orscale_muon_wd,0.01,44,15,0.241400,92.1700,99.8300
orscale_muon_wd,0.01,44,16,0.240800,92.1700,99.8300
orscale_muon_wd,0.01,44,17,0.220700,92.7000,99.8600
orscale_muon_wd,0.01,44,18,0.216900,93.1000,99.8600
orscale_muon_wd,0.01,44,19,0.216300,93.1100,99.8300
orscale_muon_wd,0.01,44,20,0.214500,93.3300,99.8700
orscale_muon_wd,0.01,44,21,0.205400,93.5200,99.8900
orscale_muon_wd,0.01,44,22,0.204900,93.6900,99.9200
orscale_muon_wd,0.01,44,23,0.204200,93.6900,99.9100
orscale_muon_wd,0.02,42,0,1.537000,51.9300,93.4100
orscale_muon_wd,0.02,42,1,0.792500,72.7800,98.1400
orscale_muon_wd,0.02,42,2,0.660200,76.7400,98.8000
orscale_muon_wd,0.02,42,3,0.524500,81.7500,99.1000
orscale_muon_wd,0.02,42,4,0.573000,80.6300,98.8600
orscale_muon_wd,0.02,42,5,0.514700,82.5000,99.1600
orscale_muon_wd,0.02,42,6,0.469300,84.3400,99.1900
orscale_muon_wd,0.02,42,7,0.448200,84.8900,99.2300
orscale_muon_wd,0.02,42,8,0.379200,87.0600,99.4500
orscale_muon_wd,0.02,42,9,0.319600,89.1400,99.6700
orscale_muon_wd,0.02,42,10,0.319700,88.9700,99.6400
orscale_muon_wd,0.02,42,11,0.275800,90.6300,99.7200
orscale_muon_wd,0.02,42,12,0.257800,91.3000,99.7200
orscale_muon_wd,0.02,42,13,0.257800,91.4500,99.7700
orscale_muon_wd,0.02,42,14,0.237000,92.1000,99.8500
orscale_muon_wd,0.02,42,15,0.220600,92.7300,99.8400
orscale_muon_wd,0.02,42,16,0.210500,93.1400,99.8500
orscale_muon_wd,0.02,42,17,0.208200,93.3500,99.7900
orscale_muon_wd,0.02,42,18,0.201400,93.4600,99.8800
orscale_muon_wd,0.02,42,19,0.207000,93.6000,99.8200
orscale_muon_wd,0.02,42,20,0.197700,93.8800,99.8200
orscale_muon_wd,0.02,42,21,0.194800,93.9300,99.8300
orscale_muon_wd,0.02,42,22,0.195000,93.9800,99.8400
orscale_muon_wd,0.02,42,23,0.194600,93.9600,99.8400
orscale_muon_wd,0.02,43,0,1.572300,50.3600,92.7700
orscale_muon_wd,0.02,43,1,0.783600,73.9000,97.9600
orscale_muon_wd,0.02,43,2,0.606000,79.2200,98.7600
orscale_muon_wd,0.02,43,3,0.477400,83.6900,98.9400
orscale_muon_wd,0.02,43,4,0.647000,78.1500,98.9400
orscale_muon_wd,0.02,43,5,0.480600,83.4400,99.3500
orscale_muon_wd,0.02,43,6,0.543300,81.7500,99.0800
orscale_muon_wd,0.02,43,7,0.504300,83.5600,99.1600
orscale_muon_wd,0.02,43,8,0.412900,86.1900,99.4500
orscale_muon_wd,0.02,43,9,0.332500,88.2200,99.6600
orscale_muon_wd,0.02,43,10,0.302400,89.6200,99.6800
orscale_muon_wd,0.02,43,11,0.286900,90.3000,99.6900
orscale_muon_wd,0.02,43,12,0.261400,90.9200,99.7600
orscale_muon_wd,0.02,43,13,0.226000,92.3500,99.8000
orscale_muon_wd,0.02,43,14,0.236500,92.4400,99.8000
orscale_muon_wd,0.02,43,15,0.220200,92.6900,99.8000
orscale_muon_wd,0.02,43,16,0.215300,92.9600,99.8200
orscale_muon_wd,0.02,43,17,0.202000,93.4600,99.8700
orscale_muon_wd,0.02,43,18,0.199700,93.5900,99.8200
orscale_muon_wd,0.02,43,19,0.195600,93.7500,99.8400
orscale_muon_wd,0.02,43,20,0.191900,93.8900,99.8700
orscale_muon_wd,0.02,43,21,0.191900,94.1000,99.8500
orscale_muon_wd,0.02,43,22,0.190400,94.0800,99.8600
orscale_muon_wd,0.02,43,23,0.190100,94.1100,99.8500
orscale_muon_wd,0.02,44,0,1.541800,51.1300,93.3200
orscale_muon_wd,0.02,44,1,0.803200,71.6700,98.3300
orscale_muon_wd,0.02,44,2,0.647100,77.5100,98.6900
orscale_muon_wd,0.02,44,3,0.663800,78.0300,98.4400
orscale_muon_wd,0.02,44,4,0.466300,84.1200,99.2400
orscale_muon_wd,0.02,44,5,0.461700,84.3200,99.3100
orscale_muon_wd,0.02,44,6,0.460300,84.2400,99.3100
orscale_muon_wd,0.02,44,7,0.431000,85.7500,99.1200
orscale_muon_wd,0.02,44,8,0.470900,84.1000,99.2100
orscale_muon_wd,0.02,44,9,0.344200,88.8100,99.5800
orscale_muon_wd,0.02,44,10,0.314700,89.2600,99.7000
orscale_muon_wd,0.02,44,11,0.279200,90.4500,99.6500
orscale_muon_wd,0.02,44,12,0.260400,91.2600,99.7700
orscale_muon_wd,0.02,44,13,0.252200,91.7400,99.7300
orscale_muon_wd,0.02,44,14,0.229700,92.6000,99.7600
orscale_muon_wd,0.02,44,15,0.219200,92.8100,99.8500
orscale_muon_wd,0.02,44,16,0.210100,93.2600,99.7900
orscale_muon_wd,0.02,44,17,0.205300,93.6200,99.8700
orscale_muon_wd,0.02,44,18,0.194100,93.9200,99.8500
orscale_muon_wd,0.02,44,19,0.194300,93.9800,99.8800
orscale_muon_wd,0.02,44,20,0.198600,93.9500,99.9000
orscale_muon_wd,0.02,44,21,0.193200,94.0300,99.8800
orscale_muon_wd,0.02,44,22,0.192800,94.1400,99.9000
orscale_muon_wd,0.02,44,23,0.192400,94.1600,99.9000
orscale_muon_wd,0.04,42,0,1.203100,61.0200,96.2500
orscale_muon_wd,0.04,42,1,0.767800,73.5100,97.9400
orscale_muon_wd,0.04,42,2,0.694500,76.8000,98.7700
orscale_muon_wd,0.04,42,3,0.568400,81.2700,98.7900
orscale_muon_wd,0.04,42,4,0.651900,78.8300,98.8200
orscale_muon_wd,0.04,42,5,0.482400,83.3600,99.4100
orscale_muon_wd,0.04,42,6,0.323900,88.9300,99.6400
orscale_muon_wd,0.04,42,7,0.319700,89.1300,99.6800
orscale_muon_wd,0.04,42,8,0.288700,90.3000,99.7600
orscale_muon_wd,0.04,42,9,0.286400,90.4200,99.7700
orscale_muon_wd,0.04,42,10,0.280200,90.6000,99.7200
orscale_muon_wd,0.04,42,11,0.257200,91.5900,99.7000
orscale_muon_wd,0.04,42,12,0.242700,91.9800,99.7700
orscale_muon_wd,0.04,42,13,0.256600,91.5600,99.8000
orscale_muon_wd,0.04,42,14,0.228800,92.3200,99.8000
orscale_muon_wd,0.04,42,15,0.216200,92.9800,99.7200
orscale_muon_wd,0.04,42,16,0.212100,93.5700,99.7400
orscale_muon_wd,0.04,42,17,0.210100,93.4600,99.8900
orscale_muon_wd,0.04,42,18,0.202300,93.5800,99.8700
orscale_muon_wd,0.04,42,19,0.205900,93.7500,99.8500
orscale_muon_wd,0.04,42,20,0.195300,93.9300,99.8700
orscale_muon_wd,0.04,42,21,0.195100,93.9600,99.8700
orscale_muon_wd,0.04,42,22,0.196100,93.9600,99.8800
orscale_muon_wd,0.04,42,23,0.195800,93.9900,99.8600
orscale_muon_wd,0.04,43,0,1.225600,59.3600,95.7700
orscale_muon_wd,0.04,43,1,0.659600,77.9100,98.4500
orscale_muon_wd,0.04,43,2,0.554000,81.1500,98.8600
orscale_muon_wd,0.04,43,3,0.647100,78.6500,98.5300
orscale_muon_wd,0.04,43,4,1.001800,72.0700,97.1700
orscale_muon_wd,0.04,43,5,0.410000,86.0200,99.4400
orscale_muon_wd,0.04,43,6,0.375500,87.0700,99.5600
orscale_muon_wd,0.04,43,7,0.317700,89.2100,99.6800
orscale_muon_wd,0.04,43,8,0.286500,90.1500,99.6500
orscale_muon_wd,0.04,43,9,0.264900,91.0200,99.7600
orscale_muon_wd,0.04,43,10,0.278100,90.6500,99.7900
orscale_muon_wd,0.04,43,11,0.257100,91.4100,99.7700
orscale_muon_wd,0.04,43,12,0.247500,91.7400,99.8800
orscale_muon_wd,0.04,43,13,0.229400,92.3800,99.7900
orscale_muon_wd,0.04,43,14,0.235400,92.3800,99.8100
orscale_muon_wd,0.04,43,15,0.238800,92.3100,99.7900
orscale_muon_wd,0.04,43,16,0.233200,92.4800,99.7300
orscale_muon_wd,0.04,43,17,0.204000,93.6400,99.8000
orscale_muon_wd,0.04,43,18,0.211400,93.4200,99.8300
orscale_muon_wd,0.04,43,19,0.199800,93.5300,99.8700
orscale_muon_wd,0.04,43,20,0.198400,93.6900,99.9000
orscale_muon_wd,0.04,43,21,0.196600,93.8100,99.8800
orscale_muon_wd,0.04,43,22,0.196000,93.8400,99.8900
orscale_muon_wd,0.04,43,23,0.195800,93.8500,99.8800
orscale_muon_wd,0.04,44,0,1.218000,59.8600,96.1600
orscale_muon_wd,0.04,44,1,0.779300,72.1400,98.2200
orscale_muon_wd,0.04,44,2,0.644600,78.1100,98.4900
orscale_muon_wd,0.04,44,3,0.888900,72.5700,97.1800
orscale_muon_wd,0.04,44,4,0.676300,78.0400,98.5800
orscale_muon_wd,0.04,44,5,0.435200,85.2700,99.3900
orscale_muon_wd,0.04,44,6,0.335000,88.5800,99.5300
orscale_muon_wd,0.04,44,7,0.335600,88.5900,99.4800
orscale_muon_wd,0.04,44,8,0.298000,90.1300,99.5500
orscale_muon_wd,0.04,44,9,0.275700,90.6900,99.7000
orscale_muon_wd,0.04,44,10,0.295500,90.2700,99.7400
orscale_muon_wd,0.04,44,11,0.260400,91.4600,99.7300
orscale_muon_wd,0.04,44,12,0.250600,91.3900,99.8200
orscale_muon_wd,0.04,44,13,0.247400,91.8600,99.7600
orscale_muon_wd,0.04,44,14,0.232800,92.3100,99.8200
orscale_muon_wd,0.04,44,15,0.232900,92.4500,99.8500
orscale_muon_wd,0.04,44,16,0.227300,92.8900,99.9200
orscale_muon_wd,0.04,44,17,0.219900,93.1800,99.8400
orscale_muon_wd,0.04,44,18,0.205500,93.6400,99.8800
orscale_muon_wd,0.04,44,19,0.210000,93.4900,99.9200
orscale_muon_wd,0.04,44,20,0.205200,93.6200,99.8900
orscale_muon_wd,0.04,44,21,0.203700,93.5300,99.9200
orscale_muon_wd,0.04,44,22,0.203300,93.7200,99.9000
orscale_muon_wd,0.04,44,23,0.203100,93.6700,99.9000
orscale_muon_moonlight,0.005,42,0,1.867200,44.6800,89.8900
orscale_muon_moonlight,0.005,42,1,1.070100,64.0700,96.9400
orscale_muon_moonlight,0.005,42,2,0.795200,72.0900,98.3300
orscale_muon_moonlight,0.005,42,3,0.583400,79.9000,99.1000
orscale_muon_moonlight,0.005,42,4,0.513300,82.4800,99.1500
orscale_muon_moonlight,0.005,42,5,0.443100,84.3800,99.4000
orscale_muon_moonlight,0.005,42,6,0.385800,86.5800,99.4900
orscale_muon_moonlight,0.005,42,7,0.376800,87.3600,99.6000
orscale_muon_moonlight,0.005,42,8,0.341000,88.4500,99.6000
orscale_muon_moonlight,0.005,42,9,0.317000,89.0600,99.6400
orscale_muon_moonlight,0.005,42,10,0.313000,89.4000,99.6800
orscale_muon_moonlight,0.005,42,11,0.289800,90.3900,99.6700
orscale_muon_moonlight,0.005,42,12,0.289000,90.2400,99.7300
orscale_muon_moonlight,0.005,42,13,0.307000,89.8900,99.8000
orscale_muon_moonlight,0.005,42,14,0.284900,90.9700,99.7800
orscale_muon_moonlight,0.005,42,15,0.265300,91.5000,99.8100
orscale_muon_moonlight,0.005,42,16,0.260200,91.6900,99.7700
orscale_muon_moonlight,0.005,42,17,0.261900,91.8200,99.7800
orscale_muon_moonlight,0.005,42,18,0.249900,92.1300,99.8600
orscale_muon_moonlight,0.005,42,19,0.250700,92.2400,99.8500
orscale_muon_moonlight,0.005,42,20,0.241300,92.4300,99.8700
orscale_muon_moonlight,0.005,42,21,0.240900,92.4900,99.8700
orscale_muon_moonlight,0.005,42,22,0.241300,92.5200,99.8700
orscale_muon_moonlight,0.005,42,23,0.241300,92.5900,99.8700
orscale_muon_moonlight,0.005,43,0,1.902100,43.3300,88.8300
orscale_muon_moonlight,0.005,43,1,1.086100,63.9800,96.5100
orscale_muon_moonlight,0.005,43,2,0.711700,75.1700,98.5800
orscale_muon_moonlight,0.005,43,3,0.565200,80.9100,98.8900
orscale_muon_moonlight,0.005,43,4,0.505100,82.8500,99.2600
orscale_muon_moonlight,0.005,43,5,0.408100,86.1100,99.3300
orscale_muon_moonlight,0.005,43,6,0.406500,85.9000,99.4900
orscale_muon_moonlight,0.005,43,7,0.377700,87.0700,99.4700
orscale_muon_moonlight,0.005,43,8,0.322200,89.0900,99.5000
orscale_muon_moonlight,0.005,43,9,0.324000,89.0300,99.5900
orscale_muon_moonlight,0.005,43,10,0.303400,90.1800,99.7200
orscale_muon_moonlight,0.005,43,11,0.294200,89.9400,99.7100
orscale_muon_moonlight,0.005,43,12,0.297300,90.1000,99.7300
orscale_muon_moonlight,0.005,43,13,0.273300,91.1200,99.7000
orscale_muon_moonlight,0.005,43,14,0.285000,90.7600,99.7300
orscale_muon_moonlight,0.005,43,15,0.271400,91.6500,99.7700
orscale_muon_moonlight,0.005,43,16,0.266500,91.8900,99.7700
orscale_muon_moonlight,0.005,43,17,0.265000,91.9700,99.7200
orscale_muon_moonlight,0.005,43,18,0.252400,92.2100,99.8100
orscale_muon_moonlight,0.005,43,19,0.247600,92.5500,99.8400
orscale_muon_moonlight,0.005,43,20,0.248300,92.7100,99.8700
orscale_muon_moonlight,0.005,43,21,0.246400,92.6700,99.8300
orscale_muon_moonlight,0.005,43,22,0.245600,92.5700,99.8300
orscale_muon_moonlight,0.005,43,23,0.245500,92.5300,99.8300
orscale_muon_moonlight,0.005,44,0,1.884800,43.6500,89.3900
orscale_muon_moonlight,0.005,44,1,1.068500,64.6400,96.8300
orscale_muon_moonlight,0.005,44,2,0.729700,75.1400,98.3200
orscale_muon_moonlight,0.005,44,3,0.626700,78.5600,98.7800
orscale_muon_moonlight,0.005,44,4,0.510500,82.4900,99.0400
orscale_muon_moonlight,0.005,44,5,0.424000,85.0800,99.3600
orscale_muon_moonlight,0.005,44,6,0.382500,86.7700,99.4500
orscale_muon_moonlight,0.005,44,7,0.363600,87.4400,99.4500
orscale_muon_moonlight,0.005,44,8,0.340400,88.4000,99.6400
orscale_muon_moonlight,0.005,44,9,0.306100,89.7800,99.5700
orscale_muon_moonlight,0.005,44,10,0.332100,88.8600,99.6500
orscale_muon_moonlight,0.005,44,11,0.315200,89.5800,99.5500
orscale_muon_moonlight,0.005,44,12,0.293400,90.2600,99.7200
orscale_muon_moonlight,0.005,44,13,0.282100,90.7100,99.6700
orscale_muon_moonlight,0.005,44,14,0.262900,91.7100,99.7500
orscale_muon_moonlight,0.005,44,15,0.274100,91.6600,99.7200
orscale_muon_moonlight,0.005,44,16,0.269100,91.6400,99.6500
orscale_muon_moonlight,0.005,44,17,0.260000,92.0800,99.7400
orscale_muon_moonlight,0.005,44,18,0.259400,91.9400,99.7700
orscale_muon_moonlight,0.005,44,19,0.253000,92.5600,99.7900
orscale_muon_moonlight,0.005,44,20,0.253800,92.5800,99.7900
orscale_muon_moonlight,0.005,44,21,0.251700,92.5300,99.7700
orscale_muon_moonlight,0.005,44,22,0.249800,92.6800,99.8000
orscale_muon_moonlight,0.005,44,23,0.249500,92.6300,99.7800
orscale_muon_moonlight,0.01,42,0,1.578500,50.3600,92.6600
orscale_muon_moonlight,0.01,42,1,0.837800,71.1900,97.8800
orscale_muon_moonlight,0.01,42,2,0.664600,76.8200,98.8800
orscale_muon_moonlight,0.01,42,3,0.509500,82.4200,99.1400
orscale_muon_moonlight,0.01,42,4,0.449200,84.8700,99.2700
orscale_muon_moonlight,0.01,42,5,0.411000,85.8800,99.4300
orscale_muon_moonlight,0.01,42,6,0.370100,87.1900,99.4600
orscale_muon_moonlight,0.01,42,7,0.343100,88.0600,99.5400
orscale_muon_moonlight,0.01,42,8,0.338700,88.5000,99.6500
orscale_muon_moonlight,0.01,42,9,0.309400,89.4000,99.6700
orscale_muon_moonlight,0.01,42,10,0.325900,89.2800,99.5700
orscale_muon_moonlight,0.01,42,11,0.300800,90.0300,99.6600
orscale_muon_moonlight,0.01,42,12,0.308700,89.9200,99.5900
orscale_muon_moonlight,0.01,42,13,0.294200,90.4900,99.7500
orscale_muon_moonlight,0.01,42,14,0.251700,91.5300,99.7600
orscale_muon_moonlight,0.01,42,15,0.262400,91.6100,99.7600
orscale_muon_moonlight,0.01,42,16,0.237600,92.2900,99.7900
orscale_muon_moonlight,0.01,42,17,0.241100,92.3400,99.8100
orscale_muon_moonlight,0.01,42,18,0.217300,92.9600,99.8900
orscale_muon_moonlight,0.01,42,19,0.221500,93.0200,99.8400
orscale_muon_moonlight,0.01,42,20,0.211700,93.3200,99.8700
orscale_muon_moonlight,0.01,42,21,0.208400,93.5500,99.8800
orscale_muon_moonlight,0.01,42,22,0.208000,93.5400,99.8800
orscale_muon_moonlight,0.01,42,23,0.207900,93.5400,99.8700
orscale_muon_moonlight,0.01,43,0,1.617600,49.0100,92.1900
orscale_muon_moonlight,0.01,43,1,0.822600,72.6100,97.9600
orscale_muon_moonlight,0.01,43,2,0.638600,77.8600,98.8500
orscale_muon_moonlight,0.01,43,3,0.482600,83.4100,99.2200
orscale_muon_moonlight,0.01,43,4,0.482100,83.3100,99.1800
orscale_muon_moonlight,0.01,43,5,0.377400,87.1000,99.5800
orscale_muon_moonlight,0.01,43,6,0.415700,85.7400,99.5200
orscale_muon_moonlight,0.01,43,7,0.384900,86.9400,99.4600
orscale_muon_moonlight,0.01,43,8,0.341400,88.5200,99.5700
orscale_muon_moonlight,0.01,43,9,0.357400,87.6100,99.6700
orscale_muon_moonlight,0.01,43,10,0.300300,89.6300,99.7100
orscale_muon_moonlight,0.01,43,11,0.298600,89.7800,99.7100
orscale_muon_moonlight,0.01,43,12,0.289100,90.2300,99.7800
orscale_muon_moonlight,0.01,43,13,0.278000,90.8400,99.6600
orscale_muon_moonlight,0.01,43,14,0.263900,91.4400,99.7800
orscale_muon_moonlight,0.01,43,15,0.247700,91.9600,99.7900
orscale_muon_moonlight,0.01,43,16,0.246000,92.2300,99.7800
orscale_muon_moonlight,0.01,43,17,0.229800,92.7900,99.8200
orscale_muon_moonlight,0.01,43,18,0.241800,92.5600,99.8700
orscale_muon_moonlight,0.01,43,19,0.215100,93.1400,99.8600
orscale_muon_moonlight,0.01,43,20,0.214900,93.1700,99.8600
orscale_muon_moonlight,0.01,43,21,0.214000,93.4400,99.8800
orscale_muon_moonlight,0.01,43,22,0.213400,93.4400,99.8400
orscale_muon_moonlight,0.01,43,23,0.213300,93.4300,99.8300
orscale_muon_moonlight,0.01,44,0,1.590800,49.8800,92.5700
orscale_muon_moonlight,0.01,44,1,0.834000,71.4900,98.1800
orscale_muon_moonlight,0.01,44,2,0.651500,77.8400,98.5400
orscale_muon_moonlight,0.01,44,3,0.554600,81.1800,98.9400
orscale_muon_moonlight,0.01,44,4,0.446500,84.9300,99.2800
orscale_muon_moonlight,0.01,44,5,0.417500,85.7000,99.2800
orscale_muon_moonlight,0.01,44,6,0.383400,86.7300,99.4600
orscale_muon_moonlight,0.01,44,7,0.423700,85.5700,99.4700
orscale_muon_moonlight,0.01,44,8,0.313800,89.2800,99.6300
orscale_muon_moonlight,0.01,44,9,0.303400,90.0100,99.5900
orscale_muon_moonlight,0.01,44,10,0.342000,88.4600,99.7000
orscale_muon_moonlight,0.01,44,11,0.298800,90.1500,99.7700
orscale_muon_moonlight,0.01,44,12,0.286600,90.7100,99.7300
orscale_muon_moonlight,0.01,44,13,0.277300,90.6900,99.7100
orscale_muon_moonlight,0.01,44,14,0.254300,91.4900,99.7800
orscale_muon_moonlight,0.01,44,15,0.239800,92.2300,99.8300
orscale_muon_moonlight,0.01,44,16,0.244300,92.2800,99.8300
orscale_muon_moonlight,0.01,44,17,0.229600,92.7900,99.8400
orscale_muon_moonlight,0.01,44,18,0.214500,93.2700,99.8700
orscale_muon_moonlight,0.01,44,19,0.219300,93.0700,99.8400
orscale_muon_moonlight,0.01,44,20,0.215300,93.2100,99.8700
orscale_muon_moonlight,0.01,44,21,0.214000,93.5000,99.8200
orscale_muon_moonlight,0.01,44,22,0.213200,93.5700,99.8400
orscale_muon_moonlight,0.01,44,23,0.212800,93.5700,99.8400
orscale_muon_moonlight,0.02,42,0,1.249700,58.5100,95.8800
orscale_muon_moonlight,0.02,42,1,0.711700,75.7200,98.4200
orscale_muon_moonlight,0.02,42,2,0.636100,77.3800,98.7200
orscale_muon_moonlight,0.02,42,3,0.499000,82.6900,99.2600
orscale_muon_moonlight,0.02,42,4,0.490700,83.8800,99.1600
orscale_muon_moonlight,0.02,42,5,0.568500,80.8500,99.0800
orscale_muon_moonlight,0.02,42,6,0.557800,81.4200,99.0500
orscale_muon_moonlight,0.02,42,7,0.433500,84.9600,99.3900
orscale_muon_moonlight,0.02,42,8,0.463000,84.2600,99.3400
orscale_muon_moonlight,0.02,42,9,0.377000,87.0800,99.5700
orscale_muon_moonlight,0.02,42,10,0.376400,87.0000,99.4500
orscale_muon_moonlight,0.02,42,11,0.374700,87.3300,99.3900
orscale_muon_moonlight,0.02,42,12,0.365000,88.1000,99.4700
orscale_muon_moonlight,0.02,42,13,0.349000,88.0600,99.5900
orscale_muon_moonlight,0.02,42,14,0.263000,91.0000,99.7800
orscale_muon_moonlight,0.02,42,15,0.264700,91.2900,99.6400
orscale_muon_moonlight,0.02,42,16,0.234700,91.9100,99.8100
orscale_muon_moonlight,0.02,42,17,0.210700,92.9600,99.8100
orscale_muon_moonlight,0.02,42,18,0.202400,93.2500,99.8400
orscale_muon_moonlight,0.02,42,19,0.192600,93.6100,99.8100
orscale_muon_moonlight,0.02,42,20,0.183800,93.8600,99.8800
orscale_muon_moonlight,0.02,42,21,0.182500,94.0800,99.8500
orscale_muon_moonlight,0.02,42,22,0.179800,94.2500,99.8800
orscale_muon_moonlight,0.02,42,23,0.179200,94.1800,99.8800
orscale_muon_moonlight,0.02,43,0,1.276800,57.4700,95.3200
orscale_muon_moonlight,0.02,43,1,0.674600,77.5400,98.5000
orscale_muon_moonlight,0.02,43,2,0.540000,81.9200,98.8900
orscale_muon_moonlight,0.02,43,3,0.479800,83.7700,99.0800
orscale_muon_moonlight,0.02,43,4,0.634100,78.6300,98.5300
orscale_muon_moonlight,0.02,43,5,0.474800,83.5900,99.2300
orscale_muon_moonlight,0.02,43,6,0.480800,83.5800,99.3300
orscale_muon_moonlight,0.02,43,7,0.439500,85.1200,99.3500
orscale_muon_moonlight,0.02,43,8,0.399300,86.4800,99.4300
orscale_muon_moonlight,0.02,43,9,0.412100,85.8300,99.4300
orscale_muon_moonlight,0.02,43,10,0.355600,88.0100,99.5400
orscale_muon_moonlight,0.02,43,11,0.401500,86.2800,99.5600
orscale_muon_moonlight,0.02,43,12,0.354600,88.2000,99.5300
orscale_muon_moonlight,0.02,43,13,0.291800,89.9500,99.6500
orscale_muon_moonlight,0.02,43,14,0.269300,91.0100,99.6200
orscale_muon_moonlight,0.02,43,15,0.247100,91.5100,99.7200
orscale_muon_moonlight,0.02,43,16,0.239700,92.1800,99.7600
orscale_muon_moonlight,0.02,43,17,0.225600,92.5500,99.8100
orscale_muon_moonlight,0.02,43,18,0.204900,93.1300,99.8500
orscale_muon_moonlight,0.02,43,19,0.192600,93.4800,99.8600
orscale_muon_moonlight,0.02,43,20,0.185300,93.7100,99.9000
orscale_muon_moonlight,0.02,43,21,0.181300,94.0200,99.8900
orscale_muon_moonlight,0.02,43,22,0.180500,93.9100,99.8900
orscale_muon_moonlight,0.02,43,23,0.180400,93.8600,99.9000
orscale_muon_moonlight,0.02,44,0,1.255800,58.6600,95.7700
orscale_muon_moonlight,0.02,44,1,0.728900,74.6400,98.4700
orscale_muon_moonlight,0.02,44,2,0.582500,80.0700,98.9100
orscale_muon_moonlight,0.02,44,3,0.527100,82.1000,99.0600
orscale_muon_moonlight,0.02,44,4,0.555500,81.1100,98.6200
orscale_muon_moonlight,0.02,44,5,0.489200,83.1000,99.2500
orscale_muon_moonlight,0.02,44,6,0.438100,85.0000,99.3700
orscale_muon_moonlight,0.02,44,7,0.518900,82.1600,99.0200
orscale_muon_moonlight,0.02,44,8,0.487500,84.0000,99.0000
orscale_muon_moonlight,0.02,44,9,0.365600,87.6600,99.3900
orscale_muon_moonlight,0.02,44,10,0.439400,84.9700,99.2800
orscale_muon_moonlight,0.02,44,11,0.330200,88.5500,99.6500
orscale_muon_moonlight,0.02,44,12,0.336100,88.5700,99.5400
